key,Source,Translated
﻿Common_Item,Items
Attitude_Source_Desc_17,<AttiSource>Qin Skill:Gong</>
Attitude_Source_Desc_18,<AttiSource>Qin Skill:Shang</>
Attitude_Source_Desc_19,<AttiSource>Qin Skill:Jue</>
Attitude_Source_Desc_20,<AttiSource>Qin Skill:Zhi</>
Attitude_Source_Desc_21,<AttiSource>Legendary Gear</>
Attitude_Source_Desc_22,<AttiSource>Rags</>
Attitude_Source_Desc_23,<AttiSource>Beautiful Looks</>
Attitude_Source_Desc_24,<AttiSource>Ugly Looks</>
Attitude_Source_Desc_25,<AttiSource>Disabled</>
Attitude_Source_Desc_26,<AttiSource>Wealth</>
Attitude_Source_Desc_27,<AttiSource>Wealth</>
Attitude_Source_Desc_28,<AttiSource>Power</>
Attitude_Source_Desc_29,<AttiSource>Power</>
Attitude_Source_Desc_30,<AttiSource>Identity</>
Attitude_Source_Desc_31,<AttiSource>Identity</>
Attitude_Source_Desc_32,<AttiSource>Identity</>
Attitude_Source_Desc_33,<AttiSource>The foe of a foe is a friend</>
Attitude_Source_Desc_34,<AttiSource>The friend of a foe is a foe</>
Attitude_Source_Desc_35,<AttiSource>Stained:Justice</>
Attitude_Source_Desc_36,<AttiSource>Stained:Revenge</>
Attitude_Source_Desc_37,<AttiSource>Stained:Sinner</>
Attitude_Source_Desc_38,<AttiSource>Reputation</>
Attitude_Source_Desc_52,<AttiSource>Got something they like in Exchange</>
Attitude_Source_Desc_53,<AttiSource>Share likes</>
Attitude_Source_Desc_55,<AttiSource>Spar</>
Attitude_Source_Desc_56,<AttiSource>Being taught martial arts</>
Attitude_Source_Desc_SP_1,<AttiSource>Loveworm</>
Attitude_Source_Desc_SP_2,<AttiSource>Occupied bed</>
Attitude_Source_Desc_SP_3,<AttiSource>Betrayed the original sect</>
Attitude_Source_Desc_SP_4,<AttiSource>Bloody Feud</>
Attitude_Source_Desc_SP_5,<AttiSource>Bloodline</>
Attitude_Source_Desc_SP_6,<AttiSource>Intimacy</>
Attitude_Source_Desc_SP_7,<AttiSource>Dear Friends</>
Attitude_Source_Desc_SP_8,<AttiSource>Enmity</>
Attitude_Source_Desc_SP_9,<AttiSource>Unreserved mentorship</>
Attitude_Source_Desc_SP_10,<AttiSource>Taming Ability</>
Attitude_Source_Desc_SP_2000,<AttiSource>Exchange</>
Attitude_Source_Desc_SP_2001,<AttiSource>Cured Ailment</>
Attitude_Source_Desc_SP_2002,<AttiSource>Got blackmailed</>
Attitude_Source_Desc_SP_2003,<AttiSource>Shown mercy</>
Attitude_Source_Desc_SP_2004,<AttiSource>Got healed</>
Attitude_Source_Desc_SP_2005,<AttiSource>Got knocked out</>
Attitude_Source_Desc_SP_2006,<AttiSource>Got disabled</>
Attitude_Source_Desc_SP_2007,<AttiSource>Kungfu got destroyed</>
Attitude_Source_Desc_SP_2008,<AttiSource>Maltreated them</>
Attitude_Source_Desc_SP_2009,<AttiSource>Helped build</>
Attitude_Source_Desc_SP_2010,<AttiSource>A fight occurred</>
Attitude_Source_Desc_SP_2011,<AttiSource>Invited for entertainment</>
Attitude_Source_Desc_SP_2012,<AttiSource>Shared a toast</>
Attitude_Source_Desc_SP_2013,<AttiSource>Bad example</>
Attitude_Source_Desc_SP_2014,<AttiSource>Cede</>
Attitude_Source_Desc_SP_2016,<AttiSource>Identity</>
Attitude_Source_Desc_SP_2017,<AttiSource>Heal the person with high opinion</>
Attitude_Source_Desc_SP_2018,<AttiSource>Heals those whose opinion is low</>
Attitude_Source_Desc_SP_2019,<AttiSource>Forgive those with high opinion</>
Attitude_Source_Desc_SP_2020,<AttiSource>Forgive those with low opinion</>
Attitude_Source_Desc_SP_2021,<AttiSource>Teach martial arts to those who have a high opinion</>
Attitude_Source_Desc_SP_2022,<AttiSource>Teach martial arts to those with low favorability</>
Attitude_Source_Desc_SP_2023,<AttiSource>Hit those who have high favoritism</>
Attitude_Source_Desc_SP_2024,<AttiSource>defeat those with low favorability</>
Attitude_Source_Desc_SP_2025,<AttiSource>Repeal martial arts for those with low favorability</>
Attitude_Source_Desc_SP_2026,<AttiSource>Repeal the martial arts of those with high favorability</>
Attitude_Source_Desc_SP_2027,<AttiSource>Take the head of the person with the highest favor</>
Attitude_Source_Desc_SP_2028,<AttiSource>Take the head of the person whose opinion is low</>
Attitude_Source_Desc_SP_2029,<AttiSource>Search for those who have a high opinion of it</>
Attitude_Source_Desc_SP_2030,<AttiSource>Search for those whose favoritism is low</>
Attitude_Source_Desc_SP_2031,<AttiSource>Looted</>
Attitude_Source_Desc_SP_2032,<AttiSource>Alms</>
Attitude_Source_Desc_SP_2033,<AttiSource>alms to those who favor it</>
Attitude_Source_Desc_SP_2034,<AttiSource>alms to those with low opinion</>
Attitude_Source_Desc_SP_2035,<AttiSource>Chance encounter</>
Attitude_Source_Desc_SP_2038,<AttiSource>Auction</>
Attitude_Source_Desc_SP_2039,<AttiSource>Feeding</>
Attitude_Source_Desc_SP_2040,<AttiSource>A small feud</>
Attitude_Source_Desc_SP_2041,<AttiSource>Break the knot</>
Attitude_Source_Desc_SP_2042,<AttiSource>Deep hatred</>
Attitude_Source_Desc_SP_2043,<AttiSource>Friendship</>
Attitude_Source_Desc_SP_2044,<AttiSource>Master-Slave</>
Attitude_Source_Desc_SP_99998,<AttiSource>End Relation</>
Attitude_Source_Desc_SP_99999,<AttiSource>End Relation</>
none_attitude,Unacquainted
relation_murder_desc,Killed by {0}:{1}! !
relation_murder_died_dec,The murderer is dead! !
relation_query_position,Inquire Location
relation_mark_position,Mark Location
relation_delete_relation,End Relation
relation_free_monster,Release
relation_query_other_relation,View Relation
relation_call_back_anima,Summon
relation_employeemanagement,Subordinate Management
ability_name_210000,Technique
ability_name_210001,Surprise Move
ability_name_210002,Changeable Move
ability_name_210003,Omni Move
ability_name_210004,DEF Move
ability_name_210005,Qinggong
ability_name_210006,Forge
ability_name_210007,Geomancy
ability_name_210008,Wall Walking
ability_name_210009,Leechcraft
ability_name_210010,Weave
ability_name_210011,Produce
ability_name_210012,Establishment
ability_name_210013,Tame
ability_name_210014,Cooking
ability_name_210015,Wine Art
ability_name_210016,Music
ability_name_210017,Chess Skill
ability_name_210018,Calligraphy
ability_name_210019,Painting
ability_name_210020,Poetry
ability_name_210021,Fly On Snow
ability_name_210022,Fly On Water
ability_name_210023,Transfiguration
ability_name_210024,Iron Bone
ability_name_210025,Palm Usage
ability_name_210026,Fist Usage
ability_name_210027,Kick Usage
ability_name_210028,Weapon Usage
ability_name_210029,Concealed Weapon Usage
ability_name_210030,Beg
ability_name_210031,Sneak
ability_level_0,Not acquired yet
ability_level_1,Beginner
ability_level_2,Expert
ability_level_3,Veteran
ability_level_4,Master
ability_level_5,Guru
ability_level_6,Sage
li_lian,Lineage
reset_li_lian,Reset Lineage
level_up,Advance
level_up_cost,<AbDesc>「Advance」 costs {0} Lineage Points</>
exp_point_desc,<TipGreen>「Lineage」 </><TipGray>Acquiring an Ability will grant Lineage Points. </>\\n<TipGray>Lineage Points can be passed on to descendants. </>
ability_level_desc_0,Not acquired yet
ability_level_desc_1,Beginner
ability_level_desc_2,Expert
ability_level_desc_3,Veteran
ability_level_desc_4,Master
ability_level_desc_5,Guru
ability_level_desc_6,Sage
desc_ability_none_start,"<NengLiJinJie>It hasn’t been acquired,unable to be advanced</>"
desc_210000_fun_1,<AbDesc>「Omni Move」 Creates 1 Omni Move each turn</>
desc_210000_fun_2,"<AbDesc>「Combo Move」 When connected with 4 same Moves,draws 1 same Move</>"
desc_210000_fun_3,<AbDesc>「Changeable Move」 Creates 1 Changeable Move each turn</>
desc_210000_fun_4,"<AbDesc>「Surprise Move」 When connected with more than 3 different Moves,draws 1 Move</>"
desc_210000_fun_5,<AbDesc>「DEF Move」 Creates 1 DEF Move each turn</>
desc_210000_fun_6,"<AbDesc>Enhances Omni Move,Combo Move,Changeable Move,Surprise Move,DEF Move</>"
desc_210000_up_1,"<NengLiJinJie>「To Begin」 Practice by chopping wood,mining ore or gathering herbs</>"
desc_210000_up_2,"<NengLiJinJie>「Become Expert」 Practice by chopping wood,mining ore or gathering herbs</>"
desc_210000_up_3,"<NengLiJinJie>「Become Veteran」 Practice by chopping wood,mining ore or gathering herbs</>"
desc_210000_up_4,<NengLiJinJie>「Become Master」 Practice through meditation</>
desc_210000_up_5,<NengLiJinJie>「Become Guru」 Practice through battle</>
desc_210000_up_6,<NengLiJinJie>「Become Sage」 Practice with Training Room’s wooden dummy</>
desc_210005_fun_1,<AbDesc>Owns an extraordinary jumping ability</>
desc_210005_fun_2,"<AbDesc>Improve the ability to jump and flash around, double jump</>"
desc_210005_fun_3,"<AbDesc>Greatly improve the ability to jump and flash around, triple jump</>"
desc_210005_up_1,<NengLiJinJie>「To Begin」 Practice by running</>
desc_210005_up_2,<NengLiJinJie>「Become Expert」 Comprehend at the stone of enlightenment in the Chasing Eagle Terrace</>
desc_210005_up_3,<NengLiJinJie>「Become Veteran」 Comprehend at the stone of enlightenment in the Mirror Lake Shilin</>
desc_210006_fun_1,<AbDesc>Can forge crude equipment in the furnace</>
desc_210006_fun_2,<AbDesc>Has a chance to forge Refined Gear</>
desc_210006_fun_3,<AbDesc>Chance of Refined Gear increased</>
desc_210006_fun_4,<AbDesc>Chance of Refined Gear increased</>
desc_210006_fun_5,<AbDesc>At least produce refined equipment</>
desc_210006_fun_6,<AbDesc>Has a chance to make Legendary Gear</>
desc_210006_up_1,<NengLiJinJie>「To Begin」 learning from a blacksmith</>
desc_210006_up_2,<NengLiJinJie>「Become Expert」 Craft Gear at the Furnace</>
desc_210006_up_3,<NengLiJinJie>「Become Veteran」 Craft Gear at the Furnace</>
desc_210006_up_4,<NengLiJinJie>「Become Master」 Craft Gear at the Furnace</>
desc_210006_up_5,<NengLiJinJie>「Become Guru」 Craft Gear at the Furnace</>
desc_210006_up_6,<NengLiJinJie>「Become Sage」 Said to be the secret lore of the 「Ou Family」</>
desc_210007_fun_1,"<AbDesc>Proficient in the ability to open locks, increase the speed of unlocking by {0}%, and can steal items with a total value of {1}</>"
desc_210007_fun_2,"<AbDesc>Increase {0}% unlocking speed, can steal items with a total value of {1}</>"
desc_210007_fun_3,"<AbDesc>Increase {0}% unlocking speed, can steal items with a total value of {1}</>"
desc_210007_fun_4,"<AbDesc>Increase {0}% unlocking speed, can steal items with a total value of {1}</>"
desc_210007_fun_5,"<AbDesc>Increase {0}% unlocking speed, can steal items with a total value of {1}</>"
desc_210007_fun_6,"<AbDesc>Increase {0}% unlocking speed, can steal items with a total value of {1}</>"
desc_210007_up_1,<NengLiJinJie>「To Begin」 Train lockpicking and stealing</>
desc_210007_up_2,<NengLiJinJie>「Become Expert」 Train lockpicking and stealing</>
desc_210007_up_3,<NengLiJinJie>「Become Veteran」 Train lockpicking and stealing</>
desc_210007_up_4,<NengLiJinJie>「Become Master」 Train lockpicking and stealing</>
desc_210007_up_5,<NengLiJinJie>「Become Guru」 Train lockpicking and stealing</>
desc_210007_up_6,<NengLiJinJie>「Become Sage」 Said to be the secret lore of the 「Liu Family」</>
desc_210008_fun_1,<AbDesc>Owns the ability to climb cliffs</>
desc_210008_fun_2,<AbDesc>Increases climb SPD</>
desc_210008_fun_3,<AbDesc>Reduces Energy consumption during climbing</>
desc_210008_up_1,<NengLiJinJie>「To Begin」 Multiple jumping practices</>
desc_210008_up_2,<NengLiJinJie>「Become Expert」 Cliff climbing practice </>
desc_210008_up_3,<NengLiJinJie>「Become Veteran」 Said to be the secret lore of the 「Liu Family」</>
desc_210009_fun_1,<AbDesc>Unlock Potion Formula and acquire Golden Acupuncture</>
desc_210009_fun_2,<AbDesc>Unlock Potion Formula and acquire Golden Acupuncture</>
desc_210009_fun_3,<AbDesc>Unlock Potion Formula and acquire Golden Acupuncture</>
desc_210009_fun_4,<AbDesc>Unlock Potion Formula and acquire Golden Acupuncture</>
desc_210009_fun_5,<AbDesc>Unlock Potion Formula and acquire Golden Acupuncture</>
desc_210009_fun_6,<AbDesc>Unlock Potion Formula and acquire Golden Acupuncture</>
desc_210009_up_1,<NengLiJinJie>「To Begin」 Looking for a doctor to study</>
desc_210009_up_2,<NengLiJinJie>「Become Expert」 Make potions at the Crucible</>
desc_210009_up_3,<NengLiJinJie>「Become Veteran」 Make potions at the Crucible</>
desc_210009_up_4,<NengLiJinJie>「Become Master」 Make potions at the Crucible</>
desc_210009_up_5,<NengLiJinJie>「Become Guru」 Make potions at the Crucible</>
desc_210009_up_6,<NengLiJinJie>[Consummation] It is said to be the unspoken secret of the [Ji Clan]</>
desc_210010_fun_1,<AbDesc>Can produce crude equipment on the loom</>
desc_210010_fun_2,<AbDesc>Has a chance to make Refined Gear</>
desc_210010_fun_3,<AbDesc>Chance of Refined Gear increased</>
desc_210010_fun_4,<AbDesc>Chance of Refined Gear increased</>
desc_210010_fun_5,<AbDesc>At least produce refined equipment</>
desc_210010_fun_6,<AbDesc>Has a chance to make Legendary Gear</>
desc_210010_up_1,<NengLiJinJie>「To Begin」 Learn from a weaver</>
desc_210010_up_2,<NengLiJinJie>「Become Expert」 Craft Gear at the Loom</>
desc_210010_up_3,<NengLiJinJie>「Become Veteran」 Craft Gear at the Loom</>
desc_210010_up_4,<NengLiJinJie>「Become Master」 Craft Gear at the Loom</>
desc_210010_up_5,<NengLiJinJie>「Become Guru」 Craft Gear at the Loom</>
desc_210010_up_6,<NengLiJinJie>「Become Sage」 Said to be the secret lore of the 「Hu Family」</>
desc_210011_fun_1,<AbDesc>Can unlock mechanical formula</>
desc_210011_fun_2,<AbDesc>Can unlock mechanical formula</>
desc_210011_fun_3,<AbDesc>Can unlock mechanical formula</>
desc_210011_fun_4,<AbDesc>Can unlock mechanical formula</>
desc_210011_fun_5,<AbDesc>Can unlock mechanical formula</>
desc_210011_fun_6,<AbDesc>Can unlock mechanical formula</>
desc_210011_up_1,<NengLiJinJie>「To Begin」 Learn by making basic items in your backpack</>
desc_210011_up_2,<NengLiJinJie>「Become Expert」 Learn by making items</>
desc_210011_up_3,<NengLiJinJie>「Become Veteran」 Learn by making items</>
desc_210011_up_4,<NengLiJinJie>「Become Master」 Learn by making items</>
desc_210011_up_5,<NengLiJinJie>「Become Guru」 Learn by making items</>
desc_210011_up_6,<NengLiJinJie>「Become Sage」 Said to be the secret lore of the 「Mo Family」</>
desc_210011_0,"<AbDesc>Under intense development, please look forward to it!</>"
desc_210011_0_lilian,"<AbDesc>Under intense development, please look forward to it!</>"
desc_210012_fun_1,<AbDesc>Can freely construct buildings and unlock building modules</>
desc_210012_fun_2,<AbDesc>Unlocks more advanced Building module</>
desc_210012_fun_3,<AbDesc>Unlocks more advanced Building module</>
desc_210012_fun_4,<AbDesc>Unlocks more advanced Building module</>
desc_210012_fun_5,<AbDesc>Unlocks more advanced Building module</>
desc_210012_fun_6,<AbDesc>Unlocks more advanced Building module</>
desc_210012_up_1,<NengLiJinJie>「To Begin」  Gain experience by building houses</>
desc_210012_up_2,<NengLiJinJie>「Become Expert」 Gain experience by building houses</>
desc_210012_up_3,<NengLiJinJie>「Become Veteran」 Gain experience by building houses</>
desc_210012_up_4,<NengLiJinJie>「Become Expert」 Gain experience by building houses</>
desc_210012_up_5,<NengLiJinJie>「Become Guru」 Gain experience by building houses</>
desc_210012_up_6,<NengLiJinJie>「Become Sage」 Said to be the secret lore of the 「Gongshu Family」</>
desc_210013_fun_1,"After the animals faint, they can be tamed\\n<TDName>【[Horse]</>can ride and modify carriages】\\n<TDName>【[Eagle]</>can enter eagle eye mode to help track targets】\\n<TDName>【[Monkey]</>can beg and transport materials】\\n<TDName>【[Snake]</>can unlock and poison】\\n<TDName>【[Marten]</>can help find treasure】\\n<TDName>【[Chicken]</>can lay eggs】"
desc_210013_up_1,<NengLiJinJie>「To Begin」  Make simple traps or learn from the stable master</>
desc_210014_fun_1,<AbDesc>Unlocks Food Formulas</>
desc_210014_fun_2,<AbDesc>Unlocks Food Formulas</>
desc_210014_fun_3,<AbDesc>Unlocks Food Formulas</>
desc_210014_fun_4,<AbDesc>Unlocks Food Formulas</>
desc_210014_fun_5,<AbDesc>Unlocks Food Formulas</>
desc_210014_fun_6,<AbDesc>Unlocks Food Formulas</>
desc_210014_up_1,<NengLiJinJie>「To Begin」  Practice through cooking by the fire</>
desc_210014_up_2,<NengLiJinJie>「Become Expert」 Practice cooking at the Bonfire</>
desc_210014_up_3,<NengLiJinJie>「Become Veteran」 Practice cooking at the Bonfire</>
desc_210014_up_4,<NengLiJinJie>「Become Master」 Practice cooking at the Bonfire</>
desc_210014_up_5,<NengLiJinJie>「Become Guru」 Practice cooking at the Bonfire</>
desc_210014_up_6,<NengLiJinJie>「Become Sage」 Practice cooking at the Bonfire</>
desc_210015_fun_1,<AbDesc>Increases alcohol tolerance</>
desc_210015_fun_2,<AbDesc>Increases alcohol tolerance and resistance to Drunk</>
desc_210015_fun_3,<AbDesc>Increases alcohol tolerance and basic Drunk</>
desc_210015_up_1,<NengLiJinJie>「To Begin」  Practice by making wine jars</>
desc_210015_up_2,<NengLiJinJie>「Become Expert」 Practice by drinking</>
desc_210015_up_3,<NengLiJinJie>「Become Veteran」 Have 50 stacks of Drunk</>
desc_210016_fun_1,<AbDesc>Playing grants Music EXP</>
desc_210016_fun_2,"<AbDesc>Playing grants Music EXP,unlocking more advanced scores</>"
desc_210016_fun_3,"<AbDesc>Playing grants Music EXP,unlocking more advanced scores</>"
desc_210016_fun_4,"<AbDesc>Playing grants Music EXP,unlocking more advanced scores</>"
desc_210016_fun_5,"<AbDesc>Playing grants Music EXP,unlocking more advanced scores</>"
desc_210016_fun_6,<AbDesc>Sage in Music. </>
desc_210016_up_1,<NengLiJinJie>「To Begin」  Practice by playing the guzheng in the music building</>
desc_210016_up_2,<NengLiJinJie>「Become Expert」 Practice by playing Zheng at the Music House</>
desc_210016_up_3,<NengLiJinJie>「Become Veteran」 Practice by playing Zheng at the Music House</>
desc_210016_up_4,<NengLiJinJie>「Become Master」 Practice by playing Zheng at the Music House</>
desc_210016_up_5,<NengLiJinJie>「Become Guru」 Practice by playing Zheng at the Music House</>
desc_210016_up_6,<NengLiJinJie>[Consummation] It is said to be the unspoken secret of the [Master] Clan</>
desc_210017_fun_1,<AbDesc>Chess Skill</>
desc_210017_up_1,<NengLiJinJie>「To Begin」 Under development</>
desc_210018_fun_1,<AbDesc>Calligraphy</>
desc_210018_up_1,<NengLiJinJie>「To Begin」 Under development</>
desc_210019_fun_1,<AbDesc>Painting</>
desc_210019_up_1,<NengLiJinJie>「To Begin」 Under development</>
desc_210020_fun_1,<AbDesc>Poetry</>
desc_210020_up_1,<NengLiJinJie>「To Begin」 Under development</>
